GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US47157022220,47157022220,"Census Tract 222.20, Shelby County, Tennessee",1555,132,32274,3701,69.7,6.3,33407,4120,3.7,2.9,1057,1033,38.0,5.9,13734,1897,7.1,4.0,7623,2005,0.8,1.0,N,N,15.0,5.2,16961,4326,767,136,38032,5317,18.4,8.8,14764,4840,41.9,12.5,36093,6757,13.6,10.3,59823,22619,26.2,10.1,46174,8436,0.0,4.1,-,**,0.0,4.1,-,**,3457,420,15837,2131,3.5,2.1,36408,17141,95.1,2.6,15047,2094,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.2,0.4,N,N,1.2,1.6,16698,9203,1.4,1.9,N,N,2.9,2.0,39769,19336,45.9,(X),(X),(X),57.6,(X),(X),(X),40.2,(X),(X),(X)
1400000US47157022310,47157022310,"Census Tract 223.10, Shelby County, Tennessee",1912,145,36856,10183,56.1,8.4,45788,16047,1.3,1.1,8720,9466,42.8,8.4,11967,1298,16.4,6.8,9875,1165,6.1,3.7,6403,5683,20.7,5.0,14722,5029,1238,188,42918,14956,26.9,9.0,N,N,44.8,10.9,N,N,4.2,3.9,N,N,13.2,6.3,N,N,2.6,3.5,N,N,8.3,4.8,N,N,5726,665,13749,3340,0.9,1.5,N,N,98.9,1.5,13734,3378,0.0,0.6,-,**,0.0,0.6,-,**,0.0,0.6,-,**,0.0,0.6,-,**,0.2,0.3,N,N,0.4,0.6,N,N,0.9,1.5,N,N,46.6,(X),(X),(X),41.4,(X),(X),(X),38.4,(X),(X),(X)
1400000US47157022321,47157022321,"Census Tract 223.21, Shelby County, Tennessee",1291,107,42413,5979,73.7,6.6,38142,5254,6.6,3.6,295,210,34.5,6.3,18304,2568,11.5,4.9,8616,1553,2.6,2.5,288,192,20.4,5.4,27082,18014,791,106,48353,7305,22.3,8.2,25414,9031,41.8,10.0,41153,10127,15.3,7.2,76383,22396,12.0,6.1,56113,16892,4.0,3.1,84997,29105,4.6,4.5,79439,32279,3393,444,17405,2825,0.7,1.1,N,N,99.3,1.1,17510,2872,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.7,1.1,N,N,0.0,1.0,-,**,54.5,(X),(X),(X),63.1,(X),(X),(X),42.6,(X),(X),(X)
1400000US47157022322,47157022322,"Census Tract 223.22, Shelby County, Tennessee",1563,88,43504,5900,59.5,6.9,49000,8103,5.9,2.8,2588,1430,42.5,6.7,15744,1842,5.7,2.7,5752,2119,2.8,2.2,3509,6258,29.9,5.6,18339,3817,938,125,50701,7544,29.6,8.7,N,N,29.5,9.9,N,N,14.9,6.8,N,N,16.4,8.7,N,N,7.9,5.5,N,N,1.6,2.0,N,N,3911,422,18635,2936,2.1,1.3,14049,5202,97.9,1.3,18733,2984,0.0,0.8,-,**,0.0,0.8,-,**,0.0,0.8,-,**,0.0,0.8,-,**,0.0,0.8,-,**,0.0,0.8,-,**,2.1,1.3,14049,5202,51.4,(X),(X),(X),56.2,(X),(X),(X),37.7,(X),(X),(X)
1400000US47157022330,47157022330,"Census Tract 223.30, Shelby County, Tennessee",1666,109,36683,3640,79.1,5.9,32232,4469,4.4,2.7,7036,7040,34.5,4.8,14603,1838,14.0,5.9,9524,1139,8.8,4.7,1314,299,20.1,4.8,18320,3870,1197,140,40627,4683,15.7,6.6,N,N,50.8,9.6,N,N,13.2,6.8,N,N,16.7,7.2,N,N,0.3,0.7,N,N,3.3,2.6,N,N,4769,569,13739,1562,4.7,3.8,6296,4913,90.9,5.4,14073,1400,0.0,0.7,-,**,0.0,0.7,-,**,0.0,0.7,-,**,4.0,4.3,15610,18184,0.4,0.7,N,N,9.1,5.4,10147,7574,0.0,0.7,-,**,43.2,(X),(X),(X),44.9,(X),(X),(X),34.4,(X),(X),(X)
1400000US47157022410,47157022410,"Census Tract 224.10, Shelby County, Tennessee",2207,163,51432,6326,68.2,6.8,51122,9534,8.9,3.8,3643,4454,56.0,8.2,15818,1722,10.7,4.8,8849,2962,3.3,3.6,N,N,23.7,6.0,20628,5385,1400,211,63065,9131,19.0,6.9,37299,8631,39.9,10.4,45258,10140,15.1,7.0,99787,26789,11.7,6.0,51765,8325,8.4,5.3,137250,35986,5.9,5.3,89851,31727,6658,719,18548,2416,8.5,4.9,15948,4241,87.6,5.5,18600,2580,0.3,0.4,N,N,0.2,0.3,N,N,0.0,0.5,-,**,0.4,0.7,N,N,3.0,3.8,7619,4285,2.7,3.8,11832,7076,8.2,4.9,15697,4315,45.3,(X),(X),(X),53.3,(X),(X),(X),40.8,(X),(X),(X)
1400000US47157022500,47157022500,"Census Tract 225, Shelby County, Tennessee",1730,123,55242,6762,76.2,6.0,55312,8338,9.5,3.7,5851,4161,28.1,4.3,18468,2581,11.6,5.0,11145,1939,4.9,2.8,2427,606,17.4,4.2,24938,5189,1284,135,59194,7798,18.0,6.4,29774,12839,43.7,9.6,43581,7592,21.1,7.6,78714,12506,8.0,4.3,68874,13384,5.7,3.5,172968,39988,3.5,3.1,80602,24231,5685,738,18041,2803,19.5,7.8,6731,3404,73.8,7.2,21893,3512,0.0,0.6,-,**,0.0,0.6,-,**,0.0,0.6,-,**,6.4,3.7,7679,2559,0.3,0.4,N,N,22.1,6.9,4146,1976,4.4,2.1,21033,7559,29.7,(X),(X),(X),35.6,(X),(X),(X),22.0,(X),(X),(X)
1400000US47157022600,47157022600,"Census Tract 226, Shelby County, Tennessee",1355,112,45880,6064,85.7,5.6,48971,6260,4.5,3.0,3652,3123,15.7,5.5,12275,2845,4.1,3.1,10736,7457,4.6,3.5,1592,181,7.2,4.9,10437,6354,943,128,45289,6347,10.6,6.1,11445,10439,30.1,8.8,28541,5718,26.1,9.3,62904,13505,24.2,9.3,48560,11535,3.6,3.5,57391,13259,5.4,4.5,97249,30409,4542,594,14739,2335,9.8,5.0,20806,5679,67.8,7.8,16517,2888,0.0,0.7,-,**,0.0,0.7,-,**,0.0,0.7,-,**,21.7,8.1,6251,2904,0.7,0.9,N,N,24.9,7.7,7221,2860,6.6,3.0,24196,5964,37.2,(X),(X),(X),38.2,(X),(X),(X),27.3,(X),(X),(X)
1400000US47157022700,47157022700,"Census Tract 227, Shelby County, Tennessee",2474,175,36777,4005,64.7,7.6,39709,5574,2.1,1.7,4984,3869,42.8,6.1,14117,1375,11.7,4.6,11006,2281,8.9,4.9,1175,475,22.3,4.5,13767,3319,1729,178,36439,4351,28.7,8.9,N,N,40.3,10.4,N,N,7.1,5.4,N,N,15.1,6.7,N,N,0.8,1.2,N,N,8.1,5.4,N,N,7217,711,13981,1728,1.2,1.2,25355,21781,95.6,4.0,14237,1751,0.0,0.4,-,**,0.0,0.4,-,**,0.0,0.4,-,**,0.0,0.4,-,**,3.2,3.4,N,N,0.0,0.4,-,**,1.2,1.2,25355,21781,53.0,(X),(X),(X),56.9,(X),(X),(X),41.2,(X),(X),(X)
1400000US47157980100,47157980100,"Census Tract 9801, Shelby County, Tennessee",0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,64,26,7403,7796,59.4,58.2,N,N,40.6,58.2,N,N,0.0,37.0,-,**,0.0,37.0,-,**,0.0,37.0,-,**,0.0,37.0,-,**,0.0,37.0,-,**,0.0,37.0,-,**,59.4,58.2,N,N,-,(X),(X),(X),-,(X),(X),(X),0.0,(X),(X),(X)
1400000US47157980200,47157980200,"Census Tract 9802, Shelby County, Tennessee",0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US47157980300,47157980300,"Census Tract 9803, Shelby County, Tennessee",0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US47157980400,47157980400,"Census Tract 9804, Shelby County, Tennessee",0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,365,190,4786,2425,14.0,10.0,7924,11613,83.8,11.9,3488,1719,0.0,8.5,-,**,0.0,8.5,-,**,0.0,8.5,-,**,1.4,2.6,N,N,0.8,1.7,N,N,5.5,5.9,23155,24881,11.0,11.1,5883,13124,-,(X),(X),(X),-,(X),(X),(X),14.2,(X),(X),(X)
1400000US47159975000,47159975000,"Census Tract 9750, Smith County, Tennessee",1572,110,49459,3820,71.4,6.7,52040,4764,15.1,4.1,9489,7014,29.1,5.7,15929,2153,5.1,2.1,11503,3379,2.5,1.9,3423,2182,23.9,6.0,19438,3912,1059,130,57629,4612,16.7,6.4,29238,8395,24.0,7.7,44619,7481,44.9,8.4,68528,5502,3.8,2.6,56628,31991,4.2,2.5,104940,35589,6.4,4.8,73275,30103,3761,379,20804,1972,98.9,1.0,20814,1992,0.8,1.0,14890,10490,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,0.3,0.4,N,N,3.2,3.2,9005,4455,95.7,3.4,21211,2047,38.8,(X),(X),(X),37.1,(X),(X),(X),29.4,(X),(X),(X)
1400000US47159975100,47159975100,"Census Tract 9751, Smith County, Tennessee",1088,93,53951,14061,67.1,6.1,49253,6426,17.0,4.4,3996,1832,41.5,6.0,16268,2438,9.0,3.3,6070,1420,0.8,1.0,2211,1491,21.3,5.4,56769,55040,708,86,70391,21286,22.0,8.1,N,N,39.5,8.9,N,N,25.4,7.6,N,N,6.8,3.8,N,N,5.8,3.5,N,N,0.4,0.9,N,N,2598,243,23082,5499,89.9,3.0,23688,6093,7.7,2.4,18360,8350,0.0,1.2,-,**,0.2,0.3,N,N,0.0,1.2,-,**,0.5,0.8,N,N,1.7,1.2,9551,9050,0.7,0.8,N,N,89.8,3.0,23680,6103,36.7,(X),(X),(X),42.8,(X),(X),(X),27.3,(X),(X),(X)
1400000US47159975200,47159975200,"Census Tract 9752, Smith County, Tennessee",2245,111,62190,9801,72.7,5.3,60607,8012,13.9,4.1,24459,28086,39.5,5.1,15532,1662,5.1,2.5,9097,2384,4.1,2.7,2437,542,17.7,3.6,40017,38525,1604,136,67319,6987,13.3,4.9,N,N,37.9,7.9,N,N,23.1,4.8,N,N,14.3,5.3,N,N,11.2,5.6,N,N,0.2,0.5,N,N,6319,399,22062,3853,93.1,2.2,22934,4154,2.6,2.0,8152,3233,1.1,0.8,N,N,0.2,0.2,25487,21744,0.0,0.5,-,**,0.9,1.4,N,N,2.0,1.6,11747,4275,4.8,2.2,6153,3378,89.4,2.8,23720,4204,40.5,(X),(X),(X),38.8,(X),(X),(X),29.5,(X),(X),(X)
1400000US47159975300,47159975300,"Census Tract 9753, Smith County, Tennessee",703,75,63553,13623,75.4,5.0,59433,10860,14.2,5.0,59483,74642,33.7,6.0,16730,1981,5.3,3.1,12543,2604,1.7,1.7,1900,2689,14.7,4.4,16747,5172,500,61,73384,18869,17.8,5.6,28491,8974,32.6,9.2,44022,6892,34.6,9.0,114979,48419,5.4,4.1,78096,14248,9.6,5.1,103763,20388,0.0,6.3,-,**,1710,182,25496,5605,99.7,0.5,25544,5637,0.0,1.9,-,**,0.3,0.5,N,N,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,99.7,0.5,25544,5637,44.7,(X),(X),(X),40.6,(X),(X),(X),29.9,(X),(X),(X)
1400000US47159975400,47159975400,"Census Tract 9754, Smith County, Tennessee",1870,81,62330,9539,78.0,4.5,57682,5799,18.7,4.2,38335,48335,35.0,5.5,17193,1655,2.9,2.0,7887,1631,3.3,1.8,3013,2256,20.9,4.2,14861,2849,1377,129,72149,13476,13.9,4.6,35291,6716,36.0,7.3,72798,34235,34.1,6.6,86491,11929,9.7,3.9,65721,11560,4.7,2.8,90183,18851,1.5,1.5,58724,30128,4748,298,24457,4069,97.6,1.3,24722,4168,0.8,0.6,25633,11280,0.7,0.8,6248,1914,0.2,0.3,12300,738,0.0,0.7,-,**,0.0,0.7,-,**,0.7,0.7,7988,4915,0.8,1.0,N,N,96.9,1.8,24635,4198,34.5,(X),(X),(X),35.9,(X),(X),(X),26.9,(X),(X),(X)
1400000US47161110200,47161110200,"Census Tract 1102, Stewart County, Tennessee",2282,184,52830,7719,62.1,7.0,56681,10222,18.6,5.9,3369,2254,39.2,6.5,16916,1697,5.1,3.5,10698,4348,1.1,1.6,N,N,41.1,7.5,19382,4631,1553,188,63674,10477,27.6,7.6,30683,7793,20.3,8.4,71923,23999,37.4,8.8,80910,19656,9.7,5.1,62261,11877,5.1,4.0,85430,28531,0.0,2.1,-,**,5588,405,22537,3192,92.4,2.7,23330,3376,2.0,1.1,30337,5876,1.0,1.2,10318,4634,1.4,1.1,N,N,0.0,0.6,-,**,1.4,2.0,-,**,1.9,2.0,7787,8486,2.1,1.6,N,N,92.4,2.7,23330,3376,28.5,(X),(X),(X),29.9,(X),(X),(X),21.8,(X),(X),(X)
1400000US47161110600,47161110600,"Census Tract 1106, Stewart County, Tennessee",1099,83,53588,7683,64.7,5.8,52723,9271,18.1,4.6,9568,8101,46.0,6.6,18442,2355,18.9,6.1,8663,2014,3.5,2.5,2887,3008,31.1,7.5,19986,7543,832,89,59251,9447,30.0,7.0,N,N,38.1,10.3,N,N,19.0,6.7,N,N,4.7,3.0,N,N,7.2,4.8,N,N,1.0,1.5,N,N,2873,235,21428,3156,95.6,2.7,21800,3190,2.4,2.1,5513,5700,0.6,1.0,58638,17843,0.5,0.7,N,N,0.0,1.1,-,**,0.0,1.1,-,**,0.9,1.0,N,N,1.4,1.8,2259,2712,94.3,3.5,22078,3274,36.0,(X),(X),(X),38.1,(X),(X),(X),22.6,(X),(X),(X)
1400000US47161110700,47161110700,"Census Tract 1107, Stewart County, Tennessee",1750,157,52943,5498,62.3,4.8,58997,7239,19.7,4.4,6466,2257,44.7,4.3,15355,1562,8.7,3.6,9553,2013,2.5,1.6,2705,1369,29.3,4.6,19254,3825,1205,127,65201,6898,23.7,5.9,37947,9089,31.4,7.7,55580,11358,29.0,5.7,83310,9908,5.3,3.2,61273,11890,7.5,3.4,109553,24055,3.2,3.1,101276,24905,4825,363,20272,1945,93.6,2.7,20264,1980,0.6,0.8,6403,3324,1.8,1.7,N,N,1.3,0.9,15277,8101,0.0,0.7,-,**,0.2,0.3,N,N,2.4,1.8,10255,9524,3.4,2.0,2751,955,90.3,3.4,20888,2027,34.6,(X),(X),(X),35.9,(X),(X),(X),26.5,(X),(X),(X)
1400000US47161980100,47161980100,"Census Tract 9801, Stewart County, Tennessee",0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US47161980200,47161980200,"Census Tract 9802, Stewart County, Tennessee",0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US47163040200,47163040200,"Census Tract 402, Sullivan County, Tennessee",1332,107,31191,5297,46.9,7.6,40118,6969,8.6,4.5,4936,3088,46.4,8.4,12796,2346,26.1,8.9,7838,1856,5.5,3.9,1005,770,12.2,4.7,20325,13133,541,110,45534,9412,29.6,11.4,N,N,42.1,12.7,N,N,6.5,5.1,N,N,17.4,8.9,N,N,4.4,5.1,N,N,0.0,5.8,N,N,2669,299,16314,2514,72.8,5.9,14512,2205,23.1,5.2,22070,8202,0.0,1.2,-,**,0.0,1.2,-,**,0.3,0.5,N,N,0.0,1.2,-,**,3.8,3.5,5086,4478,1.7,2.5,N,N,71.9,6.0,14678,2342,35.2,(X),(X),(X),57.3,(X),(X),(X),30.0,(X),(X),(X)
1400000US47163040300,47163040300,"Census Tract 403, Sullivan County, Tennessee",1234,102,38983,5826,63.7,7.1,40712,7992,14.3,5.1,5251,3674,46.8,7.0,15136,1810,5.8,4.8,7282,2103,7.4,4.5,3052,1251,24.0,5.7,13330,2880,699,104,45973,8598,25.0,8.4,32669,5293,34.5,9.6,51751,20054,24.5,9.9,52323,13342,8.0,5.2,35668,10742,8.0,6.0,53593,22471,0.0,4.5,-,**,2528,254,19589,2984,95.5,2.5,19735,3095,4.0,2.4,17351,11178,0.4,0.6,N,N,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.2,0.6,N,N,0.1,0.2,-,**,95.4,2.5,19752,3091,28.0,(X),(X),(X),33.2,(X),(X),(X),23.1,(X),(X),(X)
1400000US47163040500,47163040500,"Census Tract 405, Sullivan County, Tennessee",1841,147,33636,5128,60.1,6.7,35069,6710,12.7,3.7,15941,14722,47.0,7.0,14153,1524,16.5,5.0,8664,1397,8.9,4.7,2099,789,14.3,3.5,10596,3063,1183,156,40729,7701,23.4,7.1,N,N,42.4,9.4,N,N,19.9,7.8,N,N,7.6,6.4,N,N,4.4,5.0,N,N,2.2,2.5,N,N,4439,475,14194,1932,86.6,4.7,15655,2196,6.0,3.5,6984,3287,1.0,1.0,3949,4260,0.6,0.9,-,**,0.0,0.7,-,**,3.0,2.6,4835,1908,2.8,2.8,N,N,4.1,2.6,3781,1826,85.5,4.6,15849,2351,27.0,(X),(X),(X),27.5,(X),(X),(X),19.5,(X),(X),(X)
1400000US47163040600,47163040600,"Census Tract 406, Sullivan County, Tennessee",1473,128,31668,4758,56.8,7.7,34615,6971,7.4,3.8,9565,4805,39.9,5.7,16563,1486,15.5,5.1,10104,2453,9.5,4.9,2512,1270,11.5,4.2,14516,5175,860,128,33692,6463,29.0,10.9,N,N,46.2,11.3,N,N,11.4,6.5,N,N,7.7,4.4,N,N,3.1,4.6,N,N,2.7,3.2,N,N,3491,424,13718,2448,91.0,3.8,13050,2331,4.8,3.3,12359,11383,0.0,0.9,-,**,0.5,0.6,N,N,0.0,0.9,-,**,2.1,2.5,22382,17664,1.7,1.2,18864,8006,5.4,3.7,12930,8007,87.7,4.3,13277,2411,23.6,(X),(X),(X),26.3,(X),(X),(X),19.8,(X),(X),(X)
1400000US47163040700,47163040700,"Census Tract 407, Sullivan County, Tennessee",1211,66,72455,10805,59.5,9.1,89725,17319,33.4,7.0,13056,7814,39.7,7.3,19749,2563,6.7,3.6,9595,3254,5.9,3.8,1392,578,20.2,5.5,21551,5561,739,108,91597,16662,27.9,10.3,38758,16415,30.2,10.7,88314,40131,34.6,10.2,127066,33318,4.2,3.0,162452,52024,3.1,2.8,106409,73604,0.0,4.3,-,**,2668,238,33708,4687,94.3,4.1,35317,4774,2.7,2.8,10272,2111,0.0,1.2,-,**,0.0,1.2,-,**,0.0,1.2,-,**,0.0,1.2,-,**,3.0,2.8,N,N,1.3,1.7,N,N,93.0,4.0,35749,4791,15.5,(X),(X),(X),13.8,(X),(X),(X),19.2,(X),(X),(X)
1400000US47163040800,47163040800,"Census Tract 408, Sullivan County, Tennessee",1481,112,32951,3409,56.4,7.3,38372,4551,20.9,4.9,2561,951,47.7,5.8,13148,1384,15.9,5.7,8743,2113,6.6,3.6,2722,872,16.5,4.8,9989,3382,728,97,40563,5450,24.9,10.9,18456,4804,34.6,11.8,40588,8067,23.6,8.1,54091,7497,5.8,5.0,59529,20709,5.9,5.3,41100,13650,5.2,4.7,62889,26658,3272,317,15715,1565,89.2,7.1,15955,1819,1.5,1.4,21480,7306,0.5,0.6,N,N,0.7,1.0,N,N,0.0,1.0,-,**,4.0,5.2,8668,1093,4.2,3.6,16599,14826,10.9,7.2,5884,3229,82.8,8.3,16986,1645,18.4,(X),(X),(X),20.5,(X),(X),(X),19.4,(X),(X),(X)
1400000US47163040900,47163040900,"Census Tract 409, Sullivan County, Tennessee",1341,106,70095,9259,70.0,6.3,69553,13293,36.8,6.0,13443,4549,43.3,5.9,19927,2233,6.3,4.6,10340,1797,0.0,2.4,-,**,23.6,6.4,25528,7026,982,105,83164,12505,21.7,7.3,54545,17238,41.6,11.1,85339,29877,18.7,7.6,119222,18904,10.5,6.3,59095,26166,7.4,4.8,97553,30574,0.0,3.3,-,**,3286,247,28672,3810,93.9,2.7,30129,4050,1.0,0.8,16476,12520,0.4,0.7,N,N,0.9,0.8,N,N,0.2,0.3,N,N,0.1,0.1,N,N,3.5,2.0,2576,2301,2.4,1.5,1673,2439,91.8,3.0,30791,3982,27.2,(X),(X),(X),31.7,(X),(X),(X),20.6,(X),(X),(X)
1400000US47163041000,47163041000,"Census Tract 410, Sullivan County, Tennessee",1694,81,82498,8238,74.1,4.9,82678,10924,38.2,6.6,14444,8674,41.1,4.3,20459,1786,1.2,1.4,N,N,0.7,1.1,N,N,22.5,5.6,20865,5837,1223,88,101464,10908,15.6,3.6,70224,23136,28.4,6.0,87207,18006,36.4,7.0,122241,25351,3.3,2.5,103598,49238,13.7,4.1,115131,13847,2.7,2.4,80255,29324,4247,249,32610,3515,97.2,2.5,32927,3651,0.6,1.0,N,N,0.0,0.8,-,**,1.0,1.6,29428,9113,0.0,0.8,-,**,1.0,1.5,N,N,0.1,0.2,N,N,1.2,1.6,N,N,97.0,2.5,33007,3653,22.6,(X),(X),(X),22.8,(X),(X),(X),17.1,(X),(X),(X)
1400000US47163041100,47163041100,"Census Tract 411, Sullivan County, Tennessee",1199,94,50689,5540,58.0,7.5,51755,7145,28.7,6.2,13235,9951,48.7,7.7,20164,1745,8.2,5.5,8821,2197,3.3,2.9,1064,751,21.9,6.0,24056,5288,718,97,62407,6800,28.6,8.4,N,N,35.7,9.4,N,N,23.0,9.0,N,N,4.5,3.3,N,N,6.7,4.4,N,N,1.7,2.5,N,N,2317,198,26091,2749,94.1,3.4,27268,2609,2.0,2.3,N,N,0.9,0.9,N,N,0.0,1.4,-,**,0.3,0.4,N,N,0.0,1.4,-,**,2.8,2.3,N,N,1.2,1.9,N,N,94.1,3.4,27268,2609,20.9,(X),(X),(X),17.7,(X),(X),(X),15.9,(X),(X),(X)
1400000US47163041200,47163041200,"Census Tract 412, Sullivan County, Tennessee",2948,95,68087,8672,64.2,6.4,77379,13821,28.1,6.6,9891,5280,48.2,6.0,18043,2114,4.9,3.7,9071,3015,0.0,1.1,-,**,25.7,6.4,20418,3516,2017,205,83814,12858,24.6,7.4,44277,12419,24.5,7.9,86914,29904,28.8,9.1,100907,24908,8.3,5.5,70468,54085,10.0,5.2,147293,76651,3.8,4.6,52218,33299,6491,565,31089,4598,95.3,3.4,31954,5115,1.5,1.5,21489,3040,0.0,0.5,-,**,0.5,0.8,-,**,0.0,0.5,-,**,2.3,3.0,N,N,0.3,0.5,N,N,2.8,3.1,16586,14510,95.2,3.4,31830,5104,27.3,(X),(X),(X),28.3,(X),(X),(X),19.0,(X),(X),(X)
1400000US47163041300,47163041300,"Census Tract 413, Sullivan County, Tennessee",1707,113,73693,8026,71.6,5.3,79710,8972,27.3,5.5,5458,1764,39.2,4.5,18482,1714,8.3,4.1,9913,2156,0.9,1.6,N,N,26.2,5.1,20997,7195,1275,113,83228,8707,19.8,5.5,37821,9936,32.2,7.8,79787,17564,33.2,7.2,103922,11196,4.2,2.5,44468,23408,6.3,3.9,132291,14245,4.4,2.5,123843,76840,4166,313,30447,3653,97.4,2.2,30682,3676,0.6,0.8,N,N,0.2,0.3,-,**,0.2,0.3,-,**,0.0,0.8,-,**,0.3,0.4,N,N,1.3,1.5,N,N,0.6,0.8,49168,27308,97.1,2.2,30528,3658,22.1,(X),(X),(X),20.9,(X),(X),(X),16.7,(X),(X),(X)
